,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
5144,547,1,0,41,3,151191.31,1,1,0,175295.89
5145,684,1,0,32,3,102630.13,2,1,1,127433.47
5146,477,0,1,57,9,114023.64,2,1,1,71167.17
5147,558,1,0,41,2,124227.14,1,1,1,111184.67
5148,695,0,1,23,1,0.0,2,1,1,141756.32
5149,592,2,0,35,6,80285.16,1,1,0,72678.75
5150,789,0,0,31,4,175477.15,1,1,1,172832.9
5151,597,0,1,29,1,132144.35,1,1,0,158086.33
5152,839,1,0,47,2,136911.07,1,1,1,168184.62
5153,405,1,0,31,5,133299.67,2,1,1,72950.14
5154,658,0,0,39,7,0.0,2,1,0,48378.4
5155,684,1,0,42,1,117691.0,1,1,1,23135.65
5156,633,0,0,35,10,0.0,2,1,0,65675.47
5157,589,0,0,46,9,0.0,2,1,0,170676.67
5158,750,1,1,37,1,133199.71,2,1,1,27366.77
5159,771,2,0,51,5,135506.58,3,1,1,152479.64
5160,812,1,0,33,2,127154.14,2,0,1,105383.49
5161,539,2,0,39,2,0.0,2,1,1,48189.94
5162,670,1,1,42,5,49508.79,3,1,1,100324.01
5163,673,0,0,41,5,0.0,1,1,1,65657.29
5164,538,0,1,62,3,75051.49,1,0,0,17682.02
5165,575,2,0,52,8,123925.23,1,0,0,111342.66
5166,682,0,0,41,6,0.0,2,0,1,134158.09
5167,712,0,0,33,3,153819.58,1,1,0,79176.09
5168,598,2,1,39,5,0.0,2,1,1,83103.46
5169,776,2,0,30,6,0.0,2,0,1,63908.86
5170,606,2,1,23,10,70417.79,1,0,1,90896.04
5171,686,2,0,38,7,111484.88,1,1,1,76076.2
5172,850,2,0,38,1,146343.98,1,0,1,103902.11
5173,606,1,0,27,2,130274.26,2,1,0,147533.09
5174,627,0,1,21,7,98993.02,1,1,1,169156.64
5175,850,2,0,36,0,0.0,2,1,0,141242.57
5176,850,1,0,32,9,141827.33,2,1,1,149458.73
5177,724,0,1,40,6,110054.45,1,1,1,86950.72
5178,579,0,0,28,4,0.0,2,1,1,176925.69
5179,727,2,0,28,1,0.0,1,1,0,40357.39
5180,813,1,1,36,6,98088.09,1,0,1,26687.22
5181,642,0,0,48,9,118317.27,4,0,0,78702.98
5182,669,2,0,22,10,0.0,2,1,0,176163.74
5183,574,1,0,54,1,99774.5,1,0,0,4896.11
5184,774,0,1,32,4,0.0,2,0,0,114899.13
5185,735,0,1,38,1,0.0,3,0,0,92220.12
5186,639,2,1,27,8,133806.54,2,1,0,6251.3
5187,738,2,0,44,2,0.0,2,1,0,43018.82
5188,835,0,0,32,8,124993.29,2,1,1,27548.06
5189,637,2,1,44,0,157622.58,1,1,1,120454.2
5190,589,1,0,48,5,126111.61,1,0,1,133961.19
5191,591,0,0,42,9,161651.37,2,1,1,131753.97
5192,723,0,1,40,7,142856.95,2,0,0,38019.74
5193,831,1,0,44,3,111100.98,1,1,1,28144.07
5194,733,2,0,35,8,102918.38,1,1,1,45959.86
5195,731,0,1,30,5,0.0,2,1,0,189528.72
5196,654,0,0,47,10,0.0,2,1,0,170481.98
5197,828,0,0,37,4,0.0,2,1,0,94845.45
5198,590,2,0,22,7,125265.61,1,1,1,161253.08
5199,657,0,0,37,4,82500.28,1,1,1,115260.72
5200,516,0,1,47,6,109387.33,1,0,0,121365.45
5201,561,0,0,37,1,100443.36,2,0,1,101693.73
5202,682,2,1,54,0,83102.72,2,1,1,54132.93
5203,575,2,0,28,7,0.0,1,1,1,10666.05
5204,623,0,1,28,4,0.0,2,1,0,41227.67
5205,642,0,1,40,7,0.0,2,1,0,10712.82
5206,779,0,1,48,2,115290.27,1,0,0,98912.69
5207,671,0,1,42,6,0.0,2,1,0,197202.48
5208,495,0,1,40,1,140197.71,2,1,0,150720.39
5209,850,0,1,28,1,105245.34,1,0,1,74780.13
5210,630,0,0,50,8,0.0,2,0,1,79377.45
5211,588,0,0,32,1,0.0,2,1,1,8763.87
5212,562,1,0,35,3,142296.13,1,0,1,177112.7
5213,740,2,1,56,4,99097.33,1,1,1,85016.64
5214,695,0,0,28,5,171069.39,2,1,1,88689.4
5215,589,0,1,39,7,0.0,2,0,0,95985.64
5216,607,0,1,31,1,102523.88,1,1,1,166792.71
5217,794,0,0,35,6,0.0,2,1,1,68730.91
5218,580,1,0,44,9,143391.07,1,0,0,146891.07
5219,644,1,1,44,8,106022.73,2,0,0,148727.42
5220,636,2,1,36,1,0.0,1,1,0,43134.58
5221,599,1,0,36,3,128960.21,2,1,1,40318.33
5222,507,0,1,35,2,0.0,2,1,0,97633.93
5223,682,0,1,48,7,0.0,2,1,0,65069.03
5224,714,0,1,24,7,0.0,2,1,0,166335.0
5225,696,0,1,25,8,126442.59,1,1,0,121904.44
5226,599,2,0,51,0,0.0,1,1,1,175235.99
5227,577,0,0,37,2,127261.35,1,1,0,56185.05
5228,733,2,1,32,5,0.0,2,1,0,131625.14
5229,647,0,1,33,4,0.0,1,1,0,152323.04
5230,831,0,1,34,2,0.0,2,0,0,165840.94
5231,543,1,0,30,6,73481.05,1,1,1,176692.65
5232,679,0,0,34,7,160515.37,1,1,0,121904.14
5233,713,1,1,61,4,149525.34,2,1,0,123663.63
5234,690,1,0,43,2,166522.78,1,0,0,119644.59
5235,751,0,0,29,1,135536.5,1,1,0,66825.33
5236,613,1,1,43,10,120481.69,1,0,0,94875.03
5237,701,2,0,28,1,103421.32,1,0,1,76304.73
5238,698,0,0,33,5,135658.73,2,0,1,39755.0
5239,451,0,1,36,2,0.0,2,1,1,180142.42
5240,665,0,0,28,8,191402.82,2,1,0,83238.4
5241,726,1,0,50,9,94504.35,1,0,1,5078.9
5242,608,1,1,44,5,126147.84,1,0,1,132424.69
5243,549,0,1,46,7,0.0,1,1,1,109057.56
5244,803,0,0,33,6,0.0,2,1,0,115676.61
5245,663,0,0,43,4,87624.03,2,1,0,149401.33
5246,558,0,1,45,1,153697.53,2,0,0,89891.4
5247,714,0,1,25,4,0.0,2,0,0,82500.84
5248,704,0,0,39,5,0.0,1,1,0,6416.92
5249,805,1,1,45,9,116585.97,1,1,0,189428.75
5250,659,1,0,34,9,134464.58,2,1,0,178833.34
5251,738,1,0,62,10,83008.31,1,1,1,42766.03
5252,635,2,0,35,2,113635.16,1,1,0,90883.12
5253,530,2,1,36,7,0.0,2,1,0,80619.09
5254,661,1,0,41,5,122552.48,2,0,1,120646.4
5255,531,2,0,31,2,118899.45,2,0,0,41409.36
5256,694,0,1,29,5,99713.87,1,0,0,112317.89
5257,731,0,1,36,6,0.0,1,0,0,152128.36
5258,556,0,1,36,2,134208.22,1,0,1,177670.57
5259,647,1,1,41,1,85906.65,3,1,0,189159.97
5260,850,1,0,32,3,137714.25,1,0,1,159403.68
5261,573,2,0,33,1,160777.9,1,1,1,149536.15
5262,591,0,0,45,5,0.0,2,1,1,155492.87
5263,723,0,0,21,4,0.0,2,0,0,24847.02
5264,617,0,0,25,1,102585.88,2,1,1,115387.4
5265,704,1,1,39,10,102556.18,2,1,0,171971.25
5266,457,1,0,42,4,126772.57,1,0,1,126106.4
5267,787,1,1,38,3,158373.23,1,1,1,28228.35
5268,651,0,1,34,9,0.0,2,1,0,138113.71
5269,612,1,0,42,5,141927.1,1,1,1,43018.98
5270,828,2,0,47,1,109876.82,2,1,0,83611.45
5271,724,0,1,34,2,0.0,2,1,1,118863.38
5272,648,1,0,44,9,111369.79,2,1,1,91947.74
5273,569,2,0,35,3,116969.35,1,0,0,94488.82
5274,765,1,1,34,8,136729.51,2,0,0,47058.21
5275,577,1,1,44,1,152086.15,1,0,1,44719.5
5276,603,2,0,46,2,0.0,2,1,0,174478.54
5277,568,2,0,28,1,127289.28,1,0,0,45611.51
5278,748,1,0,45,2,119852.01,1,0,0,73853.94
5279,573,2,0,38,4,0.0,2,1,1,196517.43
5280,771,2,1,41,5,0.0,2,0,1,92914.67
5281,763,0,0,35,9,0.0,1,1,1,31372.91
5282,410,0,1,35,7,117183.74,1,1,1,109733.73
5283,728,0,0,33,8,129907.63,1,0,1,36083.96
5284,580,1,1,36,6,145387.32,2,1,1,169963.2
5285,712,0,0,35,7,124616.23,1,1,1,69320.97
5286,680,0,0,31,9,0.0,2,1,0,36145.53
5287,383,2,1,48,8,95808.19,1,0,0,137702.01
5288,721,0,0,35,10,0.0,2,1,0,71594.26
5289,620,0,1,42,1,0.0,2,0,1,65565.92
5290,774,2,1,36,8,117152.3,1,0,0,101828.39
5291,563,0,0,35,3,106250.72,1,0,0,39546.32
5292,850,1,1,27,8,111837.78,2,1,1,110805.79
5293,681,0,0,47,9,97023.21,1,1,1,2168.13
5294,631,0,1,31,8,137687.72,1,1,0,190067.12
5295,614,2,1,40,3,113348.5,1,1,1,77789.01
5296,704,2,0,24,10,122109.78,1,1,1,127654.37
5297,786,0,0,32,2,120452.4,2,0,0,79602.86
5298,534,0,1,53,7,0.0,2,1,1,80619.17
5299,590,2,0,34,0,65812.35,2,0,1,160346.3
5300,583,2,1,40,3,54428.37,1,1,0,109638.78
5301,597,0,0,33,9,0.0,2,1,0,49374.82
5302,588,1,1,48,1,143279.58,2,1,0,31580.8
5303,667,1,0,32,0,103846.65,1,1,0,20560.69
5304,627,0,0,37,2,125190.86,1,0,1,84584.69
5305,708,0,1,33,8,0.0,2,0,1,15246.83
5306,527,1,1,28,2,123802.98,2,1,1,155846.69
5307,592,0,0,37,3,96651.03,1,1,1,3232.82
5308,465,0,0,33,8,0.0,2,1,0,177668.55
5309,628,0,0,39,6,0.0,2,0,0,134441.6
5310,678,0,0,43,1,133237.21,1,1,0,111032.79
5311,570,0,1,61,6,142105.35,1,1,1,45214.04
5312,815,0,0,37,1,166115.42,1,1,0,67208.3
5313,817,0,1,37,6,81070.34,2,1,0,80985.88
5314,717,0,0,35,4,0.0,1,1,1,167573.06
5315,641,0,1,53,0,123835.52,2,0,1,160110.65
5316,624,0,0,51,10,123401.43,2,1,1,127825.25
5317,579,1,0,49,4,169377.31,1,1,1,123535.05
5318,698,0,0,38,2,130015.24,1,1,1,41595.3
5319,645,0,0,32,4,0.0,2,0,1,97628.08
5320,691,0,0,34,8,133936.04,2,1,0,91359.79
5321,638,0,0,34,6,114543.27,1,1,1,97755.29
5322,705,0,1,31,3,119794.67,1,0,0,182528.44
5323,720,0,0,33,9,0.0,2,1,1,142956.48
5324,553,2,0,44,4,0.0,1,1,0,10789.3
5325,658,0,1,29,8,0.0,2,0,1,130461.09
5326,648,1,1,32,8,157138.99,3,1,0,190994.48
5327,636,2,0,45,3,0.0,2,1,1,159463.8
5328,527,1,1,41,10,136733.24,1,1,1,57589.29
5329,717,1,1,28,9,82498.14,2,0,0,40437.67
5330,614,2,0,39,3,151914.93,1,0,0,56459.45
5331,737,0,0,43,0,80090.93,1,1,0,39920.0
5332,587,2,0,51,3,83739.32,1,0,1,148798.45
5333,682,0,1,35,2,181166.44,1,1,1,63737.19
5334,710,0,0,38,3,130588.82,1,1,1,154997.64
5335,507,0,0,42,6,0.0,2,1,0,34777.23
5336,609,1,0,33,6,94126.67,1,0,0,93718.16
5337,786,0,0,32,9,0.0,2,1,0,133112.41
5338,688,0,0,38,7,148045.68,1,1,0,175479.92
5339,710,0,0,38,2,0.0,2,1,0,96.27
5340,779,2,0,33,3,0.0,2,1,0,30804.68
5341,733,0,1,44,6,168165.84,1,0,1,197193.49
5342,583,1,1,26,10,72835.56,2,1,0,96792.15
5343,627,0,0,41,3,0.0,2,1,0,132719.8
5344,666,1,0,31,3,123212.08,2,1,1,112157.31
5345,620,2,0,38,0,0.0,2,1,1,38015.34
5346,614,2,1,39,6,0.0,2,1,1,164018.98
5347,606,0,0,40,6,119501.88,2,1,0,46774.94
5348,700,1,1,39,5,144550.83,2,1,1,189664.43
5349,677,1,0,34,3,126729.41,1,1,1,26106.39
5350,850,1,0,36,5,119984.07,1,1,0,191535.11
5351,564,0,0,35,4,0.0,1,1,0,158937.55
5352,771,2,1,56,2,0.0,1,1,1,25222.6
5353,620,2,0,42,9,121490.05,1,1,1,29296.74
5354,610,2,0,46,5,91897.8,1,1,0,54394.28
5355,609,2,0,39,2,139443.75,2,1,0,9234.06
5356,683,1,0,35,5,144961.97,1,0,1,26796.73
5357,633,1,0,42,3,126041.02,1,0,1,11796.89
5358,676,1,0,28,1,69459.05,2,1,1,128461.29
5359,693,0,0,38,7,198338.77,2,1,1,14278.18
5360,709,0,0,36,0,0.0,2,1,0,46811.77
5361,569,1,0,35,2,109196.66,3,1,0,109393.19
5362,684,2,1,38,3,134168.5,3,1,0,3966.5
5363,565,0,0,34,6,0.0,1,1,1,63173.64
5364,681,0,0,29,8,0.0,1,1,0,66367.33
5365,503,2,1,36,9,0.0,2,1,1,16274.67
5366,656,0,0,40,2,0.0,2,1,1,180553.48
5367,592,0,1,62,5,0.0,1,1,1,100941.57
5368,687,2,1,50,5,0.0,2,1,0,110230.4
5369,686,2,0,22,8,0.0,2,0,0,142331.85
5370,616,2,0,30,2,0.0,2,1,0,199099.51
5371,534,0,0,38,3,0.0,1,0,0,143938.27
5372,695,2,1,31,8,0.0,2,0,1,131644.41
5373,579,2,1,31,9,0.0,2,1,0,112395.98
5374,432,1,0,38,2,135559.8,2,1,1,71856.3
5375,816,1,1,25,2,150355.35,2,1,1,35770.84
5376,730,0,1,37,1,0.0,2,1,1,124364.63
5377,593,0,1,35,6,133489.12,2,1,1,78101.29
5378,715,1,1,37,9,105489.31,1,0,0,143096.49
5379,775,1,0,25,10,60205.2,2,1,0,14073.11
5380,539,0,0,38,5,0.0,2,1,0,47388.41
5381,576,2,0,19,6,0.0,2,0,0,72306.07
5382,617,2,0,50,7,0.0,1,1,0,184839.7
5383,688,0,0,40,6,0.0,1,1,1,47886.44
5384,608,0,0,33,4,0.0,1,0,1,130474.03
5385,597,2,0,35,9,0.0,3,0,1,73181.39
5386,670,0,1,42,6,112333.63,1,1,1,65706.86
5387,616,1,1,57,7,116936.81,1,1,1,104379.36
5388,579,1,1,50,5,117721.02,1,0,1,192146.63
5389,786,0,0,37,7,165896.22,2,1,1,66977.68
5390,704,2,1,44,9,153656.85,1,1,0,158742.81
5391,796,0,1,50,1,94164.0,1,1,1,189414.74
5392,598,2,0,39,1,0.0,2,1,0,159130.32
5393,602,0,0,49,0,191808.73,1,0,0,97640.2
5394,619,0,0,58,5,152199.33,1,1,1,86022.09
5395,492,1,1,52,8,125396.24,1,1,0,10014.72
5396,641,1,0,41,7,104405.54,3,1,0,17384.21
5397,518,0,1,27,1,133801.49,1,1,1,143315.57
5398,623,2,1,40,4,0.0,3,1,0,31669.18
5399,733,0,1,28,5,0.0,2,0,0,12761.16
5400,625,1,0,42,6,100047.33,1,1,0,93429.95
5401,759,0,1,31,1,109848.6,1,1,1,42012.55
5402,604,0,1,32,7,127849.38,1,1,0,15798.7
5403,512,2,1,46,3,0.0,2,1,1,56408.14
5404,520,0,1,29,8,95947.76,1,1,0,4696.44
5405,805,2,0,26,2,0.0,2,1,1,25042.1
5406,626,0,0,43,4,137638.69,1,1,0,130442.08
5407,656,0,0,38,10,0.0,1,1,1,136521.82
5408,785,2,0,41,7,0.0,2,1,1,199108.88
5409,553,0,0,31,6,0.0,2,0,0,124596.63
5410,569,0,1,44,4,0.0,2,0,0,134394.78
5411,670,0,0,38,10,89416.99,1,0,0,144275.39
5412,586,2,0,42,6,0.0,2,1,1,123410.23
5413,617,2,1,45,1,0.0,1,1,0,143298.06
5414,508,0,1,60,7,143262.04,1,1,1,129562.74
5415,624,2,1,35,7,119656.45,2,1,1,4595.05
5416,654,0,0,29,4,132954.64,1,1,1,146715.07
5417,681,1,1,44,3,105206.7,2,1,1,163558.36
5418,578,2,0,28,4,0.0,2,0,0,6947.09
5419,621,2,1,37,9,83061.26,2,1,0,9170.54
5420,632,0,0,40,5,147650.68,1,1,1,199674.83
5421,644,0,0,44,5,73348.56,1,1,0,157166.79
5422,821,0,0,28,2,0.0,2,1,0,46072.52
5423,754,0,1,38,2,0.0,2,0,0,3524.69
5424,568,2,1,27,1,116320.68,1,0,1,45563.94
5425,584,0,0,33,3,0.0,2,0,1,59103.13
5426,549,0,1,29,8,0.0,2,1,1,189558.44
5427,729,0,1,38,7,0.0,2,0,0,45779.9
5428,523,0,0,61,8,66250.71,1,1,1,21859.06
5429,477,1,1,24,2,95675.62,2,0,0,162699.7
5430,675,1,0,42,2,92616.64,2,1,0,8567.18
5431,782,2,1,41,4,0.0,1,1,0,132943.88
5432,616,2,1,36,6,0.0,1,1,1,12916.32
5433,738,2,1,37,8,100565.94,1,1,1,128799.86
5434,717,2,1,42,5,190305.78,1,1,0,99347.8
5435,526,1,1,35,9,118536.4,1,1,0,40980.87
5436,660,0,0,19,5,127649.64,1,1,1,40368.65
5437,525,0,0,35,7,165358.77,1,0,1,94738.54
5438,629,2,0,29,6,0.0,2,1,1,88842.8
5439,616,1,1,36,10,78249.53,1,1,0,136934.91
5440,521,1,1,61,0,125193.96,1,1,1,109356.53
5441,691,0,1,29,9,0.0,2,0,0,199635.93
5442,687,1,1,41,2,154007.21,1,1,0,158408.23
5443,677,2,1,43,3,133214.88,2,1,1,95936.84
5444,663,0,1,27,9,0.0,2,1,0,150850.29
5445,496,0,0,30,0,90963.49,1,0,1,27802.0
5446,747,2,0,41,9,0.0,1,1,0,32430.94
5447,546,0,1,52,2,0.0,1,1,0,137332.37
5448,472,0,1,26,5,0.0,2,1,0,108411.66
5449,703,0,1,40,7,0.0,2,0,1,122518.5
5450,850,0,1,38,2,0.0,2,1,0,9015.07
5451,559,0,0,33,9,111060.05,2,1,0,110371.84
5452,636,2,0,60,7,124447.73,1,1,1,141364.62
5453,672,0,1,34,8,0.0,2,1,1,16245.25
5454,667,0,0,42,7,0.0,1,0,1,108348.94
5455,648,1,0,33,7,135310.41,2,0,1,171668.2
5456,497,0,0,32,8,0.0,2,1,0,67364.42
5457,619,0,0,29,5,0.0,2,1,0,194310.1
5458,639,2,0,34,5,139393.19,2,0,0,33950.08
5459,540,2,0,28,8,0.0,2,0,0,197588.32
5460,766,0,1,26,3,104258.8,1,1,1,428.23
5461,749,0,1,26,6,0.0,2,0,1,34948.77
5462,655,1,0,32,9,113447.01,1,1,0,82084.3
5463,630,0,0,33,9,0.0,2,1,0,64804.59
5464,778,1,1,33,4,111063.73,2,1,0,83556.65
5465,757,1,1,30,6,161378.02,1,0,0,71926.28
5466,529,2,1,39,2,82766.43,1,1,1,122925.44
5467,620,2,0,29,9,0.0,2,1,0,13133.88
5468,615,0,1,61,1,104267.7,1,1,0,62845.64
5469,735,0,1,25,3,91718.8,1,0,0,28411.23
5470,705,2,1,47,3,63488.7,1,0,1,28640.92
5471,644,2,1,46,6,12459.19,1,0,0,156787.34
5472,505,1,1,37,6,159863.9,2,0,1,125307.87
5473,471,1,0,23,6,104592.55,2,1,0,131736.23
5474,722,2,1,50,4,132088.59,1,1,1,128262.14
5475,577,2,1,39,4,0.0,2,1,0,91366.42
5476,744,2,0,44,5,120654.68,1,1,0,82290.81
5477,573,0,1,30,6,0.0,2,1,0,66190.21
5478,653,0,1,32,4,83772.95,1,0,1,23920.65
5479,660,0,1,31,6,172325.67,1,0,1,45438.38
5480,787,0,0,46,7,117685.31,2,1,1,93360.35
5481,617,0,0,41,7,0.0,2,0,1,14496.67
5482,567,0,0,39,5,0.0,2,0,0,168521.72
5483,684,0,0,35,6,135871.5,1,1,1,87219.41
5484,447,0,0,41,3,0.0,4,1,1,197490.39
5485,625,1,1,49,4,128504.76,1,1,0,126812.63
5486,585,0,0,36,7,0.0,2,1,0,94283.09
5487,516,0,1,42,8,56228.25,1,1,0,46857.52
5488,732,1,1,45,6,98792.4,1,1,0,81491.7
5489,628,1,0,40,5,181768.32,2,1,1,129107.97
5490,682,2,1,48,9,101198.01,1,1,1,49732.9
5491,746,0,0,25,9,0.0,2,0,1,88728.47
5492,655,0,1,60,3,0.0,2,1,1,86981.45
5493,644,0,1,39,9,0.0,1,1,0,3740.93
5494,778,0,0,34,5,139064.06,2,0,0,67949.32
5495,617,0,1,35,2,104508.1,1,1,1,147636.46
5496,660,1,0,35,9,113948.58,1,1,0,188891.96
5497,537,0,0,47,10,0.0,2,0,1,25482.62
5498,554,0,1,39,10,0.0,2,1,1,18391.93
5499,806,0,0,31,9,0.0,2,0,1,140168.36
5500,611,1,0,37,1,117524.72,2,0,1,161064.29
5501,665,0,1,37,5,160389.82,1,0,1,183542.08
5502,648,0,1,37,7,0.0,2,1,0,194238.92
5503,692,0,0,27,1,125547.53,1,0,0,7900.46
5504,507,2,0,46,6,92783.68,1,1,1,51424.29
5505,696,1,0,49,5,97036.22,2,1,0,152450.84
5506,681,0,0,34,3,0.0,2,0,0,55816.2
5507,687,0,1,26,6,0.0,2,1,1,32909.13
5508,641,2,0,40,5,102145.13,1,1,1,100637.07
5509,507,0,1,33,1,113452.66,1,0,0,142911.99
5510,688,2,1,46,8,155681.72,1,1,0,26287.21
5511,535,1,0,38,8,127475.24,1,0,0,60775.76
5512,701,0,0,41,10,0.0,2,1,1,146257.77
5513,488,0,0,43,10,112751.13,1,1,1,28332.0
5514,539,0,1,29,4,0.0,2,1,1,100919.19
5515,674,0,0,45,7,144889.18,1,1,1,102591.9
5516,538,2,0,40,8,0.0,2,1,1,25554.4
5517,829,0,1,22,7,150126.44,1,1,0,152107.93
5518,768,0,0,54,8,69712.74,1,1,1,69381.05
5519,585,2,1,44,4,0.0,2,0,1,101728.46
5520,581,0,0,31,3,0.0,2,0,0,89040.61
5521,682,1,1,35,2,117438.92,2,1,1,16910.98
5522,653,0,0,38,8,119315.75,1,1,0,150468.35
5523,712,0,1,30,1,89571.59,1,1,1,177613.19
5524,620,1,1,34,8,102251.57,1,1,0,120672.09
5525,709,0,0,42,9,118546.71,1,0,1,77142.85
5526,832,0,0,61,2,0.0,1,0,1,127804.66
5527,635,2,0,38,0,103257.14,1,0,0,158344.63
5528,749,2,1,43,1,124209.02,1,1,1,167179.48
5529,629,2,0,32,3,0.0,2,1,1,15404.64
5530,836,2,1,41,7,150302.84,1,1,1,156036.19
5531,542,2,0,34,8,108653.93,1,0,1,144725.14
5532,645,0,1,45,8,85325.93,1,0,0,22558.74
5533,844,0,1,29,8,0.0,2,0,0,147342.03
5534,747,1,0,37,9,135776.36,3,1,0,85470.45
5535,645,0,0,40,6,131411.24,1,1,1,194656.11
5536,752,2,1,36,3,0.0,2,1,1,48505.1
5537,760,2,1,41,6,0.0,2,0,0,101491.23
5538,714,1,1,45,9,106431.97,2,1,1,164117.69
5539,717,0,0,50,9,90305.76,1,1,1,124626.57
5540,645,1,0,28,7,117466.03,2,1,1,34490.06
5541,681,0,0,32,3,148884.47,2,1,1,90967.37
5542,681,1,1,44,4,91115.76,2,0,0,24208.84
5543,679,1,1,37,8,77373.87,2,0,1,174873.09
5544,528,2,0,23,7,104744.89,1,1,0,170262.97
5545,710,0,1,31,3,0.0,2,1,1,112289.06
5546,733,1,0,39,5,91538.51,1,1,1,93783.0
5547,724,0,1,32,6,0.0,2,1,1,150026.79
5548,726,0,1,34,0,185734.75,1,1,1,102036.82
5549,520,0,0,30,3,143396.54,2,1,1,898.51
5550,556,0,0,40,5,125909.85,1,1,1,95124.4
5551,579,0,1,45,2,0.0,2,0,0,11514.39
5552,674,0,0,36,2,154525.7,1,0,1,27468.72
5553,570,0,1,29,0,0.0,1,1,0,37092.43
5554,631,0,0,51,8,100654.8,1,1,0,171587.9
5555,623,2,0,44,1,83325.77,1,0,1,80828.78
5556,665,0,0,35,8,110934.54,1,1,0,169287.99
5557,523,2,1,36,8,113680.54,1,0,0,13197.44
5558,706,1,0,31,1,117020.08,2,1,0,54439.53
5559,619,0,1,49,9,145359.99,1,1,0,38186.85
5560,593,1,1,39,8,151391.68,1,1,0,27274.6
5561,526,0,1,36,0,0.0,2,1,0,97767.63
5562,684,2,0,40,2,70291.02,1,1,1,115468.84
5563,604,1,1,42,10,166031.45,1,1,0,98293.14
5564,636,1,0,36,6,96643.32,1,0,0,182059.28
5565,669,2,1,33,8,0.0,2,0,1,128538.05
5566,631,0,0,29,2,0.0,2,1,1,18581.84
5567,753,0,0,48,4,0.0,2,0,1,146821.42
5568,588,0,0,40,5,0.0,2,0,0,100727.68
5569,729,1,0,26,4,97268.1,2,1,0,39356.38
5570,602,0,1,42,10,0.0,2,0,0,169921.11
5571,689,1,1,55,1,76296.81,1,1,0,42364.75
5572,486,2,0,27,7,0.0,2,1,0,28823.04
5573,809,1,1,42,6,64497.94,3,0,1,182436.81
5574,562,0,0,38,5,0.0,1,1,0,115700.2
5575,763,2,1,32,8,0.0,2,1,0,16725.53
5576,669,0,0,57,5,0.0,2,1,1,56875.76
5577,709,0,0,39,8,0.0,2,1,0,56214.09
5578,554,2,1,45,4,0.0,2,1,1,193412.05
5579,699,0,0,37,10,0.0,2,0,0,83263.04
5580,732,2,0,54,0,134249.7,1,0,1,13404.4
5581,625,0,1,45,3,0.0,1,1,1,184474.15
5582,599,0,0,30,9,105443.68,1,1,1,121124.53
5583,584,2,1,50,1,0.0,1,0,1,152567.75
5584,499,0,0,35,10,0.0,2,1,0,10722.54
5585,526,2,0,38,2,0.0,2,0,0,58010.98
5586,625,1,1,35,5,86147.46,2,1,0,163440.8
5587,537,2,1,38,1,96939.06,1,1,1,102606.92
5588,696,2,0,47,1,106758.6,1,1,1,80591.18
5589,679,0,1,33,9,112528.65,2,1,0,177362.45
5590,684,0,0,60,2,116563.58,1,1,0,120257.7
5591,850,0,0,32,4,0.0,1,1,1,180622.02
5592,495,2,1,42,7,0.0,2,0,0,130404.53
5593,537,2,1,38,6,141786.78,1,0,1,147797.54
5594,850,0,0,41,3,136416.82,1,0,1,57844.26
5595,513,0,0,30,5,0.0,2,1,0,162523.66
5596,618,1,1,40,1,133245.52,2,1,1,54495.82
5597,802,1,1,41,4,90757.64,2,0,1,169183.66
5598,547,0,0,43,1,92350.36,1,0,1,80262.91
5599,592,1,1,34,6,102143.93,2,1,1,102628.98
5600,546,0,0,29,5,0.0,1,1,1,94823.95
5601,721,1,0,37,4,98459.6,1,0,0,90821.66
5602,671,1,1,47,7,114603.76,2,1,0,153194.32
5603,624,2,0,35,2,0.0,2,1,0,87310.59
5604,751,1,1,51,7,148074.79,1,1,0,146411.41
5605,636,2,0,36,1,0.0,3,1,1,74048.1
5606,607,2,1,62,8,108004.64,1,1,1,23386.77
5607,509,1,1,29,0,107712.57,2,1,1,92898.17
5608,653,2,0,35,9,0.0,2,1,1,45956.05
5609,709,2,1,37,8,0.0,3,1,0,71738.56
5610,559,0,0,32,9,145303.52,1,1,0,103560.98
5611,684,1,0,37,4,138476.41,2,1,1,52367.29
5612,635,0,1,27,8,127471.56,1,1,1,152916.05
5613,709,0,0,26,6,156551.63,1,0,1,4410.77
5614,656,1,1,49,9,97092.87,1,1,0,74771.22
5615,793,0,0,32,2,0.0,2,1,0,193817.63
5616,609,2,0,37,5,129312.79,1,1,1,26793.82
5617,618,1,1,29,10,100315.1,2,1,1,32526.64
5618,850,0,1,35,6,81684.97,1,1,0,824.0
5619,669,2,0,51,3,88827.53,1,0,0,85250.77
5620,594,1,0,40,0,152092.44,2,1,1,83508.93
5621,676,0,1,49,1,0.0,1,1,0,79342.31
5622,608,2,1,38,9,102406.76,1,0,1,57600.66
5623,710,0,0,21,4,109130.96,2,1,1,56191.99
5624,695,0,0,29,5,0.0,2,1,1,6770.44
5625,530,1,0,33,9,75242.28,1,0,1,101694.67
5626,509,2,0,29,1,0.0,2,1,0,69113.14
5627,517,0,1,45,4,0.0,1,0,0,172674.36
5628,758,1,0,33,0,129142.54,2,1,1,26606.28
5629,665,0,0,51,2,0.0,1,0,0,53353.36
5630,631,1,1,22,6,139129.92,1,1,1,63747.51
